      250000         340
      500000         365
      750000         368
     1000000         397
     1250000         417
     1500000         395
     1750000         387
     2000000         416
     2250000         427
     2500000         441
     2750000         462
     3000000         439
     3250000         446
     3500000         433
     3750000         414
     4000000         422
     4250000         432
     4500000         421
     4750000         443
     5000000         446
     5250000         441
     5500000         450
     5750000         463
     6000000         475
     6250000         460
     6500000         468
     6750000         467
     7000000         469
     7250000         485
     7500000         492
     7750000         440
     8000000         483
     8250000         472
     8500000         495
     8750000         443
     9000000         494
     9250000         469
     9500000         492
     9750000         484
    10000000         487
    10250000         475
    10500000         512
    10750000         505
    11000000         495
    11250000         486
    11500000         447
    11750000         473
    12000000         493
    12250000         486
    12500000         493
    12750000         503
    13000000         478
    13250000         470
    13500000         495
    13750000         505
    14000000         472
    14250000         485
    14500000         534
    14750000         468
    15000000         512
    15250000         514
    15500000         537
    15750000         488
    16000000         518
    16250000         533
    16500000         509
    16750000         490
    17000000         530
    17250000         484
    17500000         514
    17750000         491
    18000000         537
    18250000         519
    18500000         521
    18750000         537
    19000000         491
    19250000         502
    19500000         484
    19750000         521
    20000000         526
    20250000         552
    20500000         531
    20750000         514
    21000000         524
    21250000         520
    21500000         523
    21750000         505
    22000000         550
    22250000         516
    22500000         523
    22750000         521
    23000000         522
    23250000         522
    23500000         498
    23750000         509
    24000000         497
    24250000         527
    24500000         518
    24750000         551
    25000000         563
    25250000         534
    25500000         514
    25750000         506
    26000000         507
    26250000         508
    26500000         490
    26750000         524
    27000000         514
    27250000         542
    27500000         523
    27750000         539
    28000000         535
    28250000         531
    28500000         526
    28750000         517
    29000000         523
    29250000         541
    29500000         520
    29750000         538
    30000000         533
    30250000         513
    30500000         528
    30750000         517
    31000000         540
    31250000         556
    31500000         532
    31750000         507
    32000000         552
    32250000         557
    32500000         560
    32750000         556
    33000000         574
    33250000         546
    33500000         576
    33750000         573
    34000000         555
    34250000         552
    34500000         563
    34750000         555
    35000000         535
    35250000         577
    35500000         584
    35750000         543
    36000000         569
    36250000         539
    36500000         538
    36750000         555
    37000000         554
    37250000         533
    37500000         573
    37750000         531
    38000000         549
    38250000         561
    38500000         570
    38750000         554
    39000000         552
    39250000         586
    39500000         563
    39750000         563
    40000000         534
    40250000         555
    40500000         546
    40750000         569
    41000000         567
    41250000         567
    41500000         538
    41750000         551
    42000000         559
    42250000         554
    42500000         542
    42750000         550
    43000000         554
    43250000         552
    43500000         567
    43750000         569
    44000000         576
    44250000         552
    44500000         558
    44750000         528
    45000000         567
    45250000         588
    45500000         582
    45750000         554
    46000000         563
    46250000         572
    46500000         577
    46750000         565
    47000000         571
    47250000         549
    47500000         585
    47750000         580
    48000000         597
    48250000         589
    48500000         588
    48750000         550
    49000000         552
    49250000         582
    49500000         610
    49750000         578
    50000000         593
