      250000         348
      500000         406
      750000         390
     1000000         376
     1250000         412
     1500000         439
     1750000         484
     2000000         482
     2250000         514
     2500000         538
     2750000         538
     3000000         488
     3250000         515
     3500000         523
     3750000         486
     4000000         532
     4250000         556
     4500000         516
     4750000         558
     5000000         583
     5250000         545
     5500000         534
     5750000         560
     6000000         564
     6250000         509
     6500000         566
     6750000         550
     7000000         563
     7250000         565
     7500000         588
     7750000         561
     8000000         508
     8250000         609
     8500000         580
     8750000         573
     9000000         574
     9250000         582
     9500000         569
     9750000         555
    10000000         590
    10250000         573
    10500000         589
    10750000         614
    11000000         598
    11250000         596
    11500000         563
    11750000         567
    12000000         597
    12250000         566
    12500000         591
    12750000         567
    13000000         569
    13250000         567
    13500000         583
    13750000         597
    14000000         583
    14250000         553
    14500000         585
    14750000         569
    15000000         578
    15250000         596
    15500000         608
    15750000         587
    16000000         585
    16250000         614
    16500000         599
    16750000         612
    17000000         589
    17250000         588
    17500000         623
    17750000         614
    18000000         608
    18250000         590
    18500000         636
    18750000         646
    19000000         584
    19250000         577
    19500000         567
    19750000         569
    20000000         599
    20250000         624
    20500000         622
    20750000         574
    21000000         588
    21250000         565
    21500000         572
    21750000         582
    22000000         586
    22250000         609
    22500000         610
    22750000         589
    23000000         604
    23250000         631
    23500000         590
    23750000         609
    24000000         566
    24250000         586
    24500000         623
    24750000         627
    25000000         642
    25250000         613
    25500000         631
    25750000         616
    26000000         619
    26250000         591
    26500000         572
    26750000         640
    27000000         607
    27250000         650
    27500000         571
    27750000         580
    28000000         596
    28250000         617
    28500000         610
    28750000         593
    29000000         649
    29250000         596
    29500000         627
    29750000         617
    30000000         649
    30250000         610
    30500000         642
    30750000         604
    31000000         594
    31250000         611
    31500000         604
    31750000         603
    32000000         592
    32250000         596
    32500000         655
    32750000         599
    33000000         622
    33250000         618
    33500000         617
    33750000         611
    34000000         606
    34250000         615
    34500000         601
    34750000         646
    35000000         635
    35250000         590
    35500000         624
    35750000         610
    36000000         624
    36250000         607
    36500000         617
    36750000         624
    37000000         595
    37250000         590
    37500000         615
    37750000         586
    38000000         627
    38250000         609
    38500000         631
    38750000         641
    39000000         627
    39250000         593
    39500000         626
    39750000         642
    40000000         621
    40250000         606
    40500000         609
    40750000         593
    41000000         591
    41250000         599
    41500000         633
    41750000         635
    42000000         580
    42250000         605
    42500000         627
    42750000         558
    43000000         652
    43250000         617
    43500000         598
    43750000         609
    44000000         605
    44250000         610
    44500000         593
    44750000         586
    45000000         602
    45250000         598
    45500000         616
    45750000         622
    46000000         621
    46250000         595
    46500000         631
    46750000         596
    47000000         668
    47250000         616
    47500000         629
    47750000         647
    48000000         629
    48250000         623
    48500000         619
    48750000         638
    49000000         599
    49250000         605
    49500000         633
    49750000         593
    50000000         619
