      250000         318
      500000         378
      750000         419
     1000000         418
     1250000         425
     1500000         441
     1750000         441
     2000000         460
     2250000         443
     2500000         473
     2750000         469
     3000000         445
     3250000         457
     3500000         483
     3750000         471
     4000000         421
     4250000         478
     4500000         482
     4750000         466
     5000000         482
     5250000         456
     5500000         462
     5750000         472
     6000000         523
     6250000         473
     6500000         467
     6750000         493
     7000000         491
     7250000         446
     7500000         489
     7750000         473
     8000000         505
     8250000         468
     8500000         479
     8750000         459
     9000000         448
     9250000         480
     9500000         455
     9750000         483
    10000000         473
    10250000         487
    10500000         501
    10750000         490
    11000000         506
    11250000         515
    11500000         459
    11750000         486
    12000000         490
    12250000         500
    12500000         494
    12750000         495
    13000000         500
    13250000         527
    13500000         445
    13750000         502
    14000000         461
    14250000         477
    14500000         489
    14750000         476
    15000000         516
    15250000         523
    15500000         504
    15750000         466
    16000000         493
    16250000         521
    16500000         511
    16750000         540
    17000000         498
    17250000         525
    17500000         505
    17750000         511
    18000000         490
    18250000         551
    18500000         517
    18750000         520
    19000000         496
    19250000         525
    19500000         502
    19750000         519
    20000000         496
    20250000         540
    20500000         519
    20750000         490
    21000000         494
    21250000         490
    21500000         548
    21750000         503
    22000000         494
    22250000         514
    22500000         546
    22750000         521
    23000000         553
    23250000         556
    23500000         502
    23750000         521
    24000000         503
    24250000         519
    24500000         511
    24750000         495
    25000000         505
    25250000         528
    25500000         511
    25750000         506
    26000000         538
    26250000         546
    26500000         537
    26750000         525
    27000000         498
    27250000         516
    27500000         498
    27750000         522
    28000000         542
    28250000         560
    28500000         510
    28750000         537
    29000000         540
    29250000         547
    29500000         519
    29750000         510
    30000000         539
    30250000         518
    30500000         487
    30750000         512
    31000000         521
    31250000         510
    31500000         517
    31750000         531
    32000000         541
    32250000         521
    32500000         546
    32750000         495
    33000000         521
    33250000         521
    33500000         521
    33750000         557
    34000000         516
    34250000         506
    34500000         525
    34750000         490
    35000000         524
    35250000         532
    35500000         531
    35750000         522
    36000000         506
    36250000         533
    36500000         537
    36750000         543
    37000000         515
    37250000         532
    37500000         503
    37750000         543
    38000000         513
    38250000         517
    38500000         531
    38750000         502
    39000000         514
    39250000         514
    39500000         529
    39750000         547
    40000000         506
    40250000         500
    40500000         492
    40750000         525
    41000000         548
    41250000         528
    41500000         512
    41750000         528
    42000000         546
    42250000         538
    42500000         510
    42750000         551
    43000000         525
    43250000         518
    43500000         506
    43750000         499
    44000000         516
    44250000         539
    44500000         505
    44750000         526
    45000000         532
    45250000         522
    45500000         529
    45750000         531
    46000000         542
    46250000         540
    46500000         501
    46750000         528
    47000000         502
    47250000         493
    47500000         479
    47750000         561
    48000000         511
    48250000         533
    48500000         521
    48750000         511
    49000000         517
    49250000         537
    49500000         527
    49750000         549
    50000000         532
