      250000         348
      500000         383
      750000         379
     1000000         381
     1250000         409
     1500000         431
     1750000         435
     2000000         453
     2250000         456
     2500000         435
     2750000         444
     3000000         440
     3250000         438
     3500000         451
     3750000         456
     4000000         493
     4250000         461
     4500000         482
     4750000         492
     5000000         486
     5250000         478
     5500000         480
     5750000         469
     6000000         497
     6250000         524
     6500000         485
     6750000         492
     7000000         514
     7250000         528
     7500000         506
     7750000         484
     8000000         474
     8250000         493
     8500000         504
     8750000         502
     9000000         502
     9250000         507
     9500000         490
     9750000         511
    10000000         481
    10250000         495
    10500000         503
    10750000         525
    11000000         510
    11250000         525
    11500000         524
    11750000         526
    12000000         475
    12250000         503
    12500000         520
    12750000         538
    13000000         505
    13250000         536
    13500000         523
    13750000         488
    14000000         521
    14250000         515
    14500000         545
    14750000         484
    15000000         506
    15250000         483
    15500000         503
    15750000         531
    16000000         549
    16250000         537
    16500000         517
    16750000         552
    17000000         552
    17250000         533
    17500000         540
    17750000         509
    18000000         533
    18250000         551
    18500000         535
    18750000         508
    19000000         528
    19250000         532
    19500000         541
    19750000         518
    20000000         537
    20250000         533
    20500000         510
    20750000         506
    21000000         528
    21250000         536
    21500000         519
    21750000         527
    22000000         537
    22250000         490
    22500000         545
    22750000         528
    23000000         496
    23250000         524
    23500000         514
    23750000         532
    24000000         556
    24250000         548
    24500000         527
    24750000         512
    25000000         518
    25250000         545
    25500000         554
    25750000         531
    26000000         538
    26250000         516
    26500000         542
    26750000         531
    27000000         529
    27250000         522
    27500000         528
    27750000         544
    28000000         521
    28250000         532
    28500000         541
    28750000         537
    29000000         552
    29250000         536
    29500000         546
    29750000         544
    30000000         555
    30250000         547
    30500000         547
    30750000         532
    31000000         550
    31250000         527
    31500000         531
    31750000         560
    32000000         528
    32250000         569
    32500000         555
    32750000         524
    33000000         568
    33250000         557
    33500000         546
    33750000         567
    34000000         587
    34250000         570
    34500000         532
    34750000         569
    35000000         547
    35250000         528
    35500000         546
    35750000         548
    36000000         543
    36250000         571
    36500000         541
    36750000         534
    37000000         533
    37250000         543
    37500000         562
    37750000         561
    38000000         562
    38250000         599
    38500000         565
    38750000         571
    39000000         544
    39250000         535
    39500000         534
    39750000         579
    40000000         540
    40250000         535
    40500000         544
    40750000         548
    41000000         534
    41250000         527
    41500000         563
    41750000         557
    42000000         564
    42250000         550
    42500000         544
    42750000         556
    43000000         562
    43250000         565
    43500000         554
    43750000         585
    44000000         551
    44250000         541
    44500000         522
    44750000         553
    45000000         588
    45250000         541
    45500000         569
    45750000         551
    46000000         556
    46250000         577
    46500000         540
    46750000         551
    47000000         532
    47250000         577
    47500000         557
    47750000         578
    48000000         563
    48250000         578
    48500000         575
    48750000         538
    49000000         528
    49250000         546
    49500000         570
    49750000         580
    50000000         581
